장소ID, 장소명, 도로명주소, 장소상세설명, 유저ID, 위도, 경도, 등록일시, 수정일시, 지번주소, 사용여부
627,성이시돌목장,제주특별자치도 제주시 금악동길 35,사진,,33.3469467,126.3273071,2018-07-07,2018-07-07,제주특별자치도 제주시 한림읍 금악리 124,
628,제주오프로드,제주특별자치도 제주시 금악동길 35,오프로드,,33.4893555,126.7184793,2018-07-07,2018-07-07,제주특별자치도 제주시 조천읍 선흘리 338-5,
629,성읍랜드(카트라이더),제주특별자치도 제주시 금악동길 35,카트,,33.3881115,126.8058202,2018-07-07,2018-07-07,제주특별자치도 서귀포시 표선면 성읍리 975-1,
630,백약이오름,제주특별자치도 제주시 금악동길 35,산책 사진,,33.4563393,126.7925369,2018-07-07,2018-07-07,제주특별자치도 제주시 구좌읍 송당리 산213-1,
631,사려니숲길(사진),제주특별자치도 제주시 금악동길 35,사진,,33.4222578,126.6268277,2018-07-07,2018-07-07,제주특별자치도 제주시 조천읍 교래리 산137-1,
632,월정리해수욕장,제주특별자치도 제주시 월정7길 30,"투명카약,패들보드",,33.5534969,126.7974552,2018-07-07,2018-07-07,제주특별자치도 제주시 구좌읍 월정리 112,
633,세화해수욕장,제주특별자치도 제주시 세화7길 23-14,"카페공작속,풍력발전기",,33.5244241,126.8610964,2018-07-07,2018-07-07,제주특별자치도 제주시 구좌읍 세화리 1477-9,
634,우도,제주특별자치도 제주시 세화7길 23-14,"하고수도해수욕장,스쿠터타기",,33.5033385,126.9588142,2018-07-07,2018-07-07,제주특별자치도 제주시 우도면 연평리 519-2,
635,성산일출봉,제주특별자치도 제주시 세화7길 23-14,성산일출봉,,33.4583197,126.9392085,2018-07-07,2018-07-07,제주특별자치도 서귀포시 성산읍 성산리 78,
636,섭지코지(산책),제주특별자치도 제주시 세화7길 23-14,섭지코지,,33.4283553,126.9301934,2018-07-07,2018-07-07,제주특별자치도 서귀포시 성산읍 고성리 148,
637,간이옥돔역(카페),제주특별자치도 제주시 세화7길 23-14,카페,,33.2852341,126.750019,2018-07-07,2018-07-07,제주특별자치도 서귀포시 남원읍 태흥리 364-4,
639,천지연폭포(물놀이),제주특별자치도 제주시 세화7길 23-14,물놀이,,33.2446809,126.5544793,2018-07-07,2018-07-07,제주특별자치도 서귀포시 천지동 582-1,
640,황우지해변,제주특별자치도 제주시 세화7길 23-14,물놀이,,33.2414272,126.5507576,2018-07-07,2018-07-07,제주특별자치도 서귀포시 천지동,
644,보롬왓(수국),제주특별자치도 서귀포시 번영로 2300,수국,,33.4145574,126.7515657,2018-07-07,2018-07-07,제주특별자치도 서귀포시 표선면 성읍리 3229-1,
654,용두암해수랜드,제주특별자치도 제주시 서해안로 630,용두암해수랜드. 24000원,,33.5160749,126.5043809,2018-07-09,2018-07-09,제주특별자치도 제주시 용담2동 1006-3,
647,청호식당,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,ㅇ,,33.4108897,126.9075826,2018-07-08,2018-07-08,제주특별자치도 서귀포시 성산읍 온평리 660-2,
648,해피렌터카,제주특별자치도 제주시 오일장서길 76,ㅇ,,33.4979326,126.4717869,2018-07-08,2018-07-08,제주특별자치도 제주시 도두동 2162-1,
651,한우궁,제주특별자치도 제주시 신대로9길 7,ㅇ,,33.4908689,126.4977132,2018-07-08,2018-07-08,제주특별자치도 제주시 연동 311-20,
652,제주공항,제주특별자치도 제주시 공항로 2,공항,,33.5058061,126.4935107,2018-07-09,2018-07-09,제주특별자치도 제주시 용담2동 1462,
662,미라 게스트하우스,제주특별자치도 제주시 용문로17길 9 한양아트빌딩,첫 날 숙소,,33.5076484,126.5084509,2018-07-09,2018-07-09,제주특별자치도 제주시 용담2동 646-54,
668,마라도가는 여객선,제주특별자치도 서귀포시 중정로61번길 11-1 경림여관,마라도 가즈아,,33.2063624,126.2909865,2018-07-09,2018-07-09,제주특별자치도 서귀포시 중앙동 292-13,
680,우도등대공원,제주특별자치도 제주시 우도봉길 105,우도등대공원,,33.4929123,126.9651314,2018-07-09,2018-07-09,제주특별자치도 제주시 우도면 연평리 337,
678,제주 공항,,도착,,33.4989513,126.492031,2018-07-09,2018-07-09,제주특별자치도 제주시 용담2동 1887-1,
679,함덕 해수욕장,제주특별자치도 제주시 함덕19길 13,포토타임/,,33.5415462,126.6704142,2018-07-09,2018-07-09,제주특별자치도 제주시 조천읍 함덕리 960-22,
683,짱구분식,제주특별자치도 서귀포시 중동로48번길 1-4,모닥치기,,33.2501625,126.5671488,2018-07-10,2018-07-10,제주특별자치도 서귀포시 중앙동 254-2,
684,공항,제주특별자치도 제주시 공항로 2,여행의시작,,33.5069651,126.4928907,2018-07-10,2018-07-10,제주특별자치도 제주시 용담2동 2002,
424,퍼스트70호텔,제주특별자치도 서귀포시 명동로 46 글램블루호텔,숙소,,33.2470353,126.5668401,2018-06-19,2018-06-19,제주특별자치도 서귀포시 정방동 182,
425,로타리과자점,제주특별자치도 서귀포시 동문로 14-1,빵,,33.2516647,126.5626567,2018-06-19,2018-06-19,제주특별자치도 서귀포시 중앙동 286-2,
426,공감,제주특별자치도 서귀포시 516로 1648-87,리더스,,33.3437268,126.6533817,2018-06-19,2018-06-19,제주특별자치도 서귀포시 남원읍 한남리 산2-1,
449,켄싱턴리조트 서귀포점,제주특별자치도 서귀포시 이어도로 684 켄싱턴리조트,리조트,,33.2343946,126.4892032,2018-06-23,2018-06-23,제주특별자치도 서귀포시 대천동 2677,
439,김해국제공항,부산광역시 강서구 공항진입로42번길 54,국제공항,,35.173114,128.9468004,2018-06-21,2018-06-21,부산광역시 강서구 대저2동 2350-1,
440,제주국제공항,제주특별자치도 제주시 공항로 2,제주국제공항,,33.5063761,126.4926946,2018-06-21,2018-06-21,제주특별자치도 제주시 용담2동 2002,
522,airport & rent care,,ㅇ,,33.500922,126.4923251,2018-06-28,2018-06-28,제주특별자치도 제주시 도두동 71,
526,제주공항,,제주공항 도착,,33.5062535,126.49314,2018-06-29,2018-06-29,제주특별자치도 제주시 용담2동 2002-7,
527,비자림,,비자림,,33.4841934,126.8070695,2018-06-29,2018-06-29,제주특별자치도 제주시 구좌읍 평대리 산15,
528,용눈이오름,,용눈이오름,,33.4589583,126.8322102,2018-06-29,2018-06-29,제주특별자치도 제주시 구좌읍 종달리 산38,
534,까망돼지,제주특별자치도 서귀포시 색달중앙로 21 여미지하우스,저녁식사,,33.2573799,126.4134252,2018-06-30,2018-06-30,제주특별자치도 서귀포시 예래동 2534-9,
543,금능해수욕장,,.,,33.3886892,126.2346305,2018-06-30,2018-06-30,제주특별자치도 제주시 한림읍 협재리 2695-2,
544,비자림,,.,,33.4733869,126.8139876,2018-06-30,2018-06-30,제주특별자치도 제주시 구좌읍 세화리 3577,
591,웨이브,제주특별자치도 서귀포시 표선당포로 10-4,수제버거,,33.3252602,126.8436965,2018-07-05,2018-07-05,제주특별자치도 서귀포시 표선면 표선리 40-46,
548,예촌연수네가든,제주특별자치도 서귀포시 신례동로 60,닭샤브샤브,,33.2909659,126.6341598,2018-07-01,2018-07-01,제주특별자치도 서귀포시 남원읍 신례리 1382-2,
599,도착쿠,제주특별자치도 제주시 공항로 2,12:00 도착 예정,,33.5054733,126.4919554,2018-07-05,2018-07-05,제주특별자치도 제주시 용담2동 2002,
589,zzz제주흑돼지,제주특별자치도 제주시 신대로 104,흑돼지집,,33.487992,126.4962037,2018-07-05,2018-07-05,제주특별자치도 제주시 연동 302-3,
596,공항,,도착,,33.4941747,126.4913343,2018-07-05,2018-07-05,제주특별자치도 제주시 도두동 159-3,
682,더퍼스트70호텔,제주특별자치도 서귀포시 명동로 46 글램블루호텔,숙소,,33.2470804,126.5668101,2018-07-10,2018-07-10,제주특별자치도 서귀포시 정방동 186,
685,자전거대여,제주특별자치도 제주시 공항로 2,11,,33.4983804,126.5394997,2018-07-10,2018-07-10,제주특별자치도 제주시 이도2동 444,
686,1번,제주특별자치도 제주시 용두암길 15,용두암,,33.5151255,126.5121297,2018-07-10,2018-07-10,제주특별자치도 제주시 용담2동 483,
687,2,제주특별자치도 제주시 용두암길 15,다락쉼터,,33.4705223,126.3410107,2018-07-10,2018-07-10,제주특별자치도 제주시 애월읍 고내리 462,
688,제주청소년수련원,제주특별자치도 제주시 금능남로 128,숙소,,33.3777096,126.2365028,2018-07-10,2018-07-10,제주특별자치도 제주시 한림읍 금능리 2243-1,
689,3,제주특별자치도 제주시 금능남로 128,해거름,,33.3706143,126.2066674,2018-07-10,2018-07-10,제주특별자치도 제주시 한경면 판포리 1602-1,
690,4,제주특별자치도 제주시 금능남로 128,송악산,,33.2052098,126.2890791,2018-07-10,2018-07-10,제주특별자치도 서귀포시 대정읍 상모리 179-1,
691,5,제주특별자치도 제주시 금능남로 128,법환바당,,33.2376006,126.5127827,2018-07-10,2018-07-10,제주특별자치도 서귀포시 대륜동 1219-13,
692,6,제주특별자치도 제주시 금능남로 128,쇠소깍,,33.2521445,126.6235407,2018-07-10,2018-07-10,제주특별자치도 서귀포시 대륜동 1219-13,
693,7,제주특별자치도 서귀포시 표선백사로110번길 23,표손해수욕장,,33.323779,126.8380794,2018-07-10,2018-07-10,제주특별자치도 서귀포시 표선면 표선리 40-66,
694,8,제주특별자치도 서귀포시 표선백사로110번길 23,성산일출봉,,33.4685174,126.9225935,2018-07-10,2018-07-10,제주특별자치도 서귀포시 표선면 표선리 40-66,
695,9,제주특별자치도 제주시 해맞이해안로 9,김녕성해변,,33.5568331,126.7607432,2018-07-10,2018-07-10,제주특별자치도 제주시 구좌읍 김녕리 497-4,
696,10,제주특별자치도 제주시 조함해안로 525,함덕해수욕장,,33.5428753,126.6703264,2018-07-10,2018-07-10,제주특별자치도 제주시 조천읍 함덕리 산14-1,
697,한담공원(첫째날갈수있음,제주특별자치도 제주시 조함해안로 525,1쨰날 갈수있음,,33.4596445,126.311029,2018-07-10,2018-07-10,제주특별자치도 제주시 애월읍 애월리 2459-1,
701,용머리해안 기괴암벽,제주특별자치도 제주시 월령안길 6,ㄴㄴ,,33.23191,126.3154603,2018-07-10,2018-07-10,제주특별자치도 제주시 구좌읍 월정리 산41-3,
429,임금님밥상,제주특별자치도 제주시 은남3길 1,생선구이 오징어볶음,,33.4871374,126.4955073,2018-06-20,2018-06-20,제주특별자치도 제주시 연동 293-58,
433,무안국제공항,전라남도 무안군 공항로 970-260 무안국제공항,oz 8161 am 6:20 출발,,34.9935733,126.3881739,2018-06-21,2018-06-21,전라남도 무안군 망운면 피서리 1065,
533,꿈에그린펜션,제주특별자치도 서귀포시 천제연로 65 꿈에그린펜션,숙소,,33.2562094,126.4129041,2018-06-30,2018-06-30,제주특별자치도 서귀포시 예래동 2532-1,
529,제주 아비앙또,제주특별자치도 서귀포시 일주동로4120번길 130-42,숙소,,33.4577779,126.9001271,2018-06-29,2018-06-29,제주특별자치도 서귀포시 성산읍 오조리 1611-2,
532,제주국제공항,제주특별자치도 제주시 공항로 2,도착,,33.5069547,126.4929072,2018-06-30,2018-06-30,제주특별자치도 제주시 용담2동 2002,
535,망고레이,제주특별자치도 제주시 하귀9길 34,1,,33.4840092,126.4160246,2018-06-30,2018-06-30,제주특별자치도 제주시 애월읍 하귀1리 157-6,
567,에코랜드,제주특별자치도 제주시 남조로 1982,에코랜드,,33.44703,126.6713151,2018-07-03,2018-07-03,제주특별자치도 제주시 조천읍 교래리 385-1,
608,제주 사진집,제주특별자치도 서귀포시 일주서로 1613-83,숙소2,,33.2500665,126.3410949,2018-07-06,2018-07-06,제주특별자치도 서귀포시 안덕면 화순리 1369-5,
586,제주공항,제주특별자치도 제주시 공항로 2,공항도착,,33.5070277,126.4928459,2018-07-04,2018-07-04,제주특별자치도 제주시 용담2동 2002,
626,오설록티뮤지업,제주특별자치도 서귀포시 산록남로762번길 113,티,,33.3032153,126.2926066,2018-07-07,2018-07-07,제주특별자치도 서귀포시 안덕면 서광리 1224-11,
641,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1,해바라기농장,,33.4775863,126.6280489,2018-07-07,2018-07-07,제주특별자치도 제주시 봉개동 391,
638,쇠소깍(구경),제주특별자치도 제주시 세화7길 23-14,구경,,33.2510328,126.6268063,2018-07-07,2018-07-07,제주특별자치도 서귀포시 남원읍 태흥리 364-4,
642,아침미소목장,제주특별자치도 제주시 번영로 854-1,"아이스크림만들기,송아지우유주기",,33.4548342,126.5864531,2018-07-07,2018-07-07,제주특별자치도 제주시 아라동 1377,
643,더포그레이스 (숙소),제주특별자치도 제주시 번영로 854-1,숙소,,33.4729021,126.9118857,2018-07-07,2018-07-07,제주특별자치도 서귀포시 성산읍 시흥리 210,
704,천제연폭포,제주특별자치도 서귀포시 중문관광로110번길 15,ㅁㅁ,,33.2498654,126.41299,2018-07-10,2018-07-10,제주특별자치도 서귀포시 예래동 2864-36,
705,아쿠와 플라넷 수족관,제주특별자치도 서귀포시 섭지코지로 95 Aqua Planet Jeju,ㅌㅌ,,33.4316759,126.9283529,2018-07-10,2018-07-10,제주특별자치도 서귀포시 성산읍 고성리 127-3,
708,제주뚝배기 전복뚝배기,제주특별자치도 서귀포시 섭지코지로 107 휘닉스아일랜드콘도,ㅇ,,33.4601868,126.9318951,2018-07-10,2018-07-10,제주특별자치도 서귀포시 성산읍 오조리 865,
713,MATRO,제주특별자치도 제주시 중앙로 13,장보기,,33.5169237,126.5255138,2018-07-10,2018-07-10,제주특별자치도 제주시 건입동 1441,
711,중문 제이힐&시티 호텔,제주특별자치도 서귀포시 천제연로188번길 15 예그린하우스,1일차 숙소,,33.2507361,126.4245574,2018-07-10,2018-07-10,제주특별자치도 서귀포시 중문동 2049-1,
712,송악산항 ,제주특별자치도 서귀포시 천제연로188번길 15 예그린하우스,마라도 여객선,,33.2069373,126.2907652,2018-07-10,2018-07-10,제주특별자치도 서귀포시 대정읍 상모리 130-8,
714,삼양해수욕장,제주특별자치도 제주시 선사로8길 13-6,검은모래,,33.5258871,126.5867512,2018-07-10,2018-07-10,제주특별자치도 제주시 삼양동 1569-24,
715,아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34 제주아이브,숙소,,33.2883509,126.4966179,2018-07-10,2018-07-10,제주특별자치도 서귀포시 대천동 224,
716,제주공항,,비행,,33.5043817,126.4925882,2018-07-10,2018-07-10,제주특별자치도 제주시 용담2동 1946,
717,왕따나무,,왕따나무,,33.3510716,126.3485254,2018-07-10,2018-07-10,제주특별자치도 제주시 한림읍 금악리 산30-8,
718,성이시돌목장,제주특별자치도 제주시 금악동길 35,성이시돌목장,,33.346977,126.3273081,2018-07-10,2018-07-10,제주특별자치도 제주시 한림읍 금악리 124,
719,공항,,제주도 도착,,33.5018986,126.4995758,2018-07-11,2018-07-11,제주특별자치도 제주시 용담2동 1653,
720,제주공항,,제주공항 도착,,33.5014107,126.4892465,2018-07-11,2018-07-11,제주특별자치도 제주시 도두동 353-3,
726,하나로마트 성산일출봉점,제주특별자치도 서귀포시 섭지코지로 35,하나로마트 성산일출봉점,,33.4658272,126.9344896,2018-07-12,2018-07-12,제주특별자치도 서귀포시 성산읍 성산리 277,
